"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,Sweetness,Price,Fat Content,"Broad Bean
Origin"
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65,U.S.A.,3,94,3,4,Ecuador
Guido Castagna,Arriba,355,2009,64,Italy,3,92,6,5,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,72,Ecuador,3,93,4,5,Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90,U.K.,3,93,6,4,Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80,U.K.,3,97,2,4,Ecuador
Maglio,Ecuador,308,2008,70,Italy,3,100,6,5,Ecuador
Pump Street Bakery,Guantupi River,1223,2014,75,U.K.,3,94,1,4,Ecuador
Starchild,"Bolivar, Arriba",1634,2015,70,U.S.A.,3,90,2,4,Ecuador
Zotter,El Oro,879,2012,75,Austria,3,97,1,5,Ecuador
Rancho San Jacinto,Ecuador,565,2010,75,Eucador,3,96,2,6,Ecuador
Amedei,Ecuador,123,2007,70,Italy,3,91,2,6,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70,Ecuador,3,92,5,4,Ecuador
organicfair,Mindo,1165,2013,72,Canada,3,90,6,5,Ecuador
Pralus,Equateur,40,2006,75,France,3,94,4,6,Ecuador
Shark Mountain,Ecuador,1335,2014,75,U.S.A.,3,94,5,4,Ecuador
Mesocacao,El Salvador,1494,2015,70,Honduras,3,96,1,4,El Salvador
Pangea,Matasawalevu,1860,2016,76,Spain,3,100,1,6,Fiji
Amatller (Simon Coll),Ghana,322,2009,70,Spain,3,96,3,6,Ghana
Amatller (Simon Coll),Ghana,464,2009,85,Spain,3,90,6,5,Ghana
Bittersweet Origins,Ankasa,256,2008,70,U.S.A.,3,98,3,6,Ghana
Dean and Deluca (Belcolade),Ghana,175,2007,60,U.S.A.,3,90,4,4,Ghana
Guido Castagna,Ghana,355,2009,64,Italy,3,98,1,4,Ghana
Noble Bean aka Jerjobo,Ghana,1295,2014,75,U.S.A.,3,93,3,4,Ghana
Olive and Sinclair,Ghana prototype,486,2010,72,U.S.A.,3,98,5,5,Ghana
Theo,"Ghana, Kumasi",184,2007,84,U.S.A.,3,95,3,4,Ghana
Mast Brothers,Guatemala,1450,2015,76,U.S.A.,3,94,4,5,Guatemala
Sirene,Lachua w/ cane sugar,1614,2015,73,Canada,3,91,2,4,Guatemala
Starchild,Cacao Verapaz,1692,2015,70,U.S.A.,3,95,2,4,Guatemala
Danta,Las Acacias E.,423,2009,75,Guatemala,3,93,1,4,Guatemala
Martin Mayer,Pisa,1836,2016,82,Austria,3,99,5,4,Haiti
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,U.S.A.,3,95,3,4,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,U.S.A.,3,99,6,6,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,U.S.A.,3,92,1,6,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60,U.S.A.,3,100,2,4,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60,U.S.A.,3,99,1,6,Hawaii
Indi,Honduras,1255,2014,77,U.S.A.,3,93,3,4,Honduras
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72,Belgium,3,92,6,4,Indonesia
Bonnat,Ivory Coast,331,2009,75,France,3,93,2,4,Ivory Coast
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75,France,3,96,4,5,Ivory Coast
Mars,Ivory Coast,544,2010,65,U.S.A.,3,100,5,5,Ivory Coast
Feitoria Cacao,Blue Mountain,1732,2016,76,Portugal,3,98,6,5,Jamaica
Amedei,Jamaica,123,2007,70,Italy,3,96,1,5,Jamaica
Breeze Mill,Jamaica,1149,2013,70,U.S.A.,3,99,4,4,Jamaica
Fresco,"Jamaica, #206, DR, LC",370,2009,70,U.S.A.,3,91,6,6,Jamaica
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70,South Africa,3,98,3,4,Madagascar
Tejas,Capistrano*,829,2012,70,U.S.A.,3,100,4,5,Madagascar
A. Morin,Madagascar,1011,2013,70,France,3,98,6,4,Madagascar
Felchlin,"Madagascar, Grand Cru",48,2006,64,Switzerland,3,94,5,6,Madagascar
Pralus,"Sambirano Valley, Le 100",202,2008,100,France,3,99,4,5,Madagascar
Artisan du Chocolat,Madagascar,363,2009,80,U.K.,3,97,3,6,Madagascar
Alain Ducasse,Madagascar,1215,2014,75,France,3,100,2,5,Madagascar
Ara,Madagascar,1375,2014,75,France,3,94,2,4,Madagascar
Bahen & Co.,Sambirano,995,2012,70,Australia,3,96,6,4,Madagascar
Beschle (Felchlin),Madagascar,636,2011,64,Switzerland,3,94,1,5,Madagascar
Bittersweet Origins,"Sambirano, 2009",565,2010,70,U.S.A.,3,95,2,5,Madagascar
Bittersweet Origins,Sambirano,233,2008,71,U.S.A.,3,94,1,4,Madagascar
Bright,Somia Plantation,1231,2014,72,Australia,3,93,4,5,Madagascar
Cacao Store,Madagascar,1684,2015,70,Japan,3,94,5,5,Madagascar
Coleman & Davis,Sambirano,1646,2015,75,U.S.A.,3,93,4,5,Madagascar
Coppeneur,"Sambirano, Menava P.",196,2007,72,Germany,3,93,4,4,Madagascar
Dark Forest,Madagascar,1550,2015,70,U.S.A.,3,99,5,4,Madagascar
Dick Taylor,Sambirano,661,2011,72,U.S.A.,3,97,5,6,Madagascar
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74,U.S.A.,3,96,4,5,Madagascar
hexx,Madagascar,1546,2015,74,U.S.A.,3,96,5,5,Madagascar
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72,U.K.,3,93,1,5,Madagascar
Kyya,Madagascar,1363,2014,72.5,U.S.A.,3,94,5,4,Madagascar
Lilla,Madagascar,1856,2016,70,Finland,3,95,6,5,Madagascar
Nibble,"Ambanja, Sambirano Valley",1526,2015,72,U.S.A.,3,92,1,6,Madagascar
Sirene,"Somia Plantation, 2012",1502,2015,100,Canada,3,99,4,4,Madagascar
Snake & Butterfly,Madagascar,502,2010,68,U.S.A.,3,94,5,6,Madagascar
Sol Cacao,Madagascar,1518,2015,72,U.S.A.,3,98,2,5,Madagascar
Solstice,Sambirano,1157,2013,70,U.S.A.,3,96,1,6,Madagascar
Starchild,Sambirano Valley,1696,2015,70,U.S.A.,3,90,2,5,Madagascar
Upchurch,"Madagascar, Sassy Bar",1752,2016,72,U.S.A.,3,96,4,6,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70,Madagascar,3,93,1,6,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68,Madagascar,3,98,4,4,Madagascar
Willie's Cacao,Sambirano,593,2010,71,U.K.,3,98,6,5,Madagascar
Beau Cacao,"Asajaya E, NW Borneo, b. #132/4500",1948,2017,73,U.K.,3,97,4,5,Malaysia
Cacao Barry,Mexico,147,2007,66,France,3,95,3,5,Mexico
Ah Cacao,Tabasco,316,2009,70,Mexico,3,97,1,5,Mexico
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75,France,3,93,3,5,Mexico
Bonnat,"Xoconusco, cacao Real",395,2009,75,France,3,93,3,4,Mexico
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72,Germany,3,95,5,6,Mexico
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72,Belgium,3,100,6,5,Mexico
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74,Mexico,3,90,5,4,Mexico
Black Mountain,Matiguas,256,2008,70,U.S.A.,3,97,3,4,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,2015,60,Denmark,3,90,3,5,Nicaragua
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70,U.S.A.,3,93,4,5,Nicaragua
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70,Nicaragua,3,94,6,6,Nicaragua
Sjolinds,Nicaragua,1462,2015,72,U.S.A.,3,91,2,5,Nicaragua
Hummingbird,Momotombo,1311,2014,70,Canada,3,94,6,5,Nicaragua
Starchild,Rio Tuma,1692,2015,70,U.S.A.,3,90,3,4,Nicaragua
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72,U.K.,3,92,6,5,Panama
Altus aka Cao Artisan,Acopagro,1728,2016,60,U.S.A.,3,97,6,6,Peru
Dean and Deluca (Belcolade),Peru,180,2007,64,U.S.A.,3,100,1,6,Peru
Guittard,Machu Pichu,259,2008,65,U.S.A.,3,94,4,6,Peru
iQ Chocolate,black label,943,2012,72,Scotland,3,90,1,4,Peru
Manoa,Piura,1007,2012,72,U.S.A.,3,94,1,5,Peru
Marana,Piura,1872,2016,70,Peru,3,92,2,4,Peru
Marana,San Martin,1884,2016,70,Peru,3,93,1,4,Peru
Mast Brothers,San Martin,777,2011,75,U.S.A.,3,96,1,6,Peru
Orquidea,Peru,859,2012,65,Peru,3,92,6,4,Peru
Orquidea,Peru,859,2012,72,Peru,3,93,5,4,Peru
Tabal,Peru,1105,2013,70,U.S.A.,3,95,5,5,Peru
The Barn,Peru,1614,2015,70,Sweden,3,92,2,4,Peru
Vintage Plantations,San Martin,1205,2014,75,U.S.A.,3,91,6,6,Peru
Willie's Cacao,San Martin,457,2009,70,U.K.,3,94,1,4,Peru
Artisan du Chocolat,Peru,363,2009,75,U.K.,3,97,3,6,Peru
Coppeneur,"Porcelana, Apotequil",341,2009,72,Germany,3,98,4,6,Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70,Japan,3,99,4,6,Peru
Nibble,Tumbes,1526,2015,72,U.S.A.,3,93,3,6,Peru
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75,Switzerland,3,95,1,6,Peru
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85,Belgium,3,93,6,5,Peru
Two Ravens,Peru,1740,2016,60,U.S.A.,3,92,2,4,Peru
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70,Austria,3,93,2,5,Peru
Summerbird,Peru,1800,2016,71,Denmark,3,90,3,6,Peru
Fresco,"Maranon, #228, MR, SC",1383,2014,70,U.S.A.,3,91,1,5,Peru
Fruition,Maranon,1359,2014,76,U.S.A.,3,98,4,5,Peru
Ritual,"Maranon, Cajamarca",1181,2013,75,U.S.A.,3,95,6,4,Peru
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67,Australia,3,95,2,4,Peru
Woodblock,"Maranon, Cajamarca",1243,2014,70,U.S.A.,3,99,2,4,Peru
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80,Sao Tome,3,94,5,6,Sao Tome & Principe
Bonnat,Ceylan,81,2006,75,France,3,96,5,4,Sri Lanka
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72,U.K.,3,94,5,5,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65,U.K.,3,92,2,6,St. Lucia
Dark Forest,Tanzania,1554,2015,70,U.S.A.,3,94,5,5,Tanzania
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,U.S.A.,3,97,1,4,Tanzania
Ohiyo,Tanzania,1598,2015,70,U.S.A.,3,100,1,4,Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85,Austria,3,97,4,5,Tanzania
A. Morin,Atsane,1676,2015,70,France,3,94,2,5,Togo
Coppeneur,Trinidad,558,2010,72,Germany,3,99,5,4,Trinidad
Damson,Robson Estate,1610,2015,70,U.K.,3,93,6,6,Trinidad
Guittard,Trinidad,552,2010,65,U.S.A.,3,90,4,5,Trinidad
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75,U.K.,3,90,6,6,Trinidad
Rogue,Trinidad,213,2008,70,U.S.A.,3,99,3,5,Trinidad
Solstice,Bundibugyo,1335,2014,70,U.S.A.,3,93,5,5,Uganda
Pralus,Vanuatu,40,2006,75,France,3,98,1,5,Vanuatu
Amano,Montanya,363,2009,70,U.S.A.,3,100,2,6,Venezuela
Amano,Cuyagua,147,2007,70,U.S.A.,3,98,5,6,Venezuela
Ara,Trincheras,1379,2014,75,France,3,93,6,4,Venezuela
C-Amaro,Venezuela,809,2012,80,Italy,3,90,3,6,Venezuela
Castronovo,Guaniamo,1153,2013,72,U.S.A.,3,98,6,4,Venezuela
Doble & Bignall,Puerto Cabello,1688,2015,85,U.K.,3,95,2,5,Venezuela
Emily's,Patanemo,1450,2015,79,Japan,3,96,1,4,Venezuela
Guido Castagna,Lacri Blend,355,2009,76,Italy,3,93,5,6,Venezuela
hexx,Venezuela,1546,2015,70,U.S.A.,3,94,1,5,Venezuela
L.A. Burdick (Felchlin),Venzuela,597,2010,71,U.S.A.,3,99,6,4,Venezuela
Malmo,Chuao,1856,2016,70,Sweden,3,93,6,5,Venezuela
Mast Brothers,Ocumare de la Costa,572,2010,75,U.S.A.,3,99,3,5,Venezuela
Na�ve,Barinas,1399,2014,70,Lithuania,3,94,1,5,Venezuela
Noir d' Ebine,Venezuela,837,2012,70,U.S.A.,3,97,6,4,Venezuela
Solstice,Amazonas,1157,2013,70,U.S.A.,3,96,5,4,Venezuela
Suruca Chocolate,Venezuela,1796,2016,60,Venezuela,3,100,5,6,Venezuela
Szanto Tibor,Crudo,761,2011,70,Hungary,3,96,5,4,Venezuela
Tejas,Concepcion*,971,2012,80,U.S.A.,3,92,5,4,Venezuela
Beschle (Felchlin),Maracaibo,636,2011,88,Switzerland,3,90,1,5,Venezuela
Bittersweet Origins,"Ocumare, prototype",565,2010,78,U.S.A.,3,97,3,5,Venezuela
Cao,"Porcelana, Batch 5163",1804,2016,70,U.S.A.,3,91,1,4,Venezuela
ChocoReko,Patanemo,1454,2015,77,Japan,3,100,5,5,Venezuela
Choklat,Ocumare,377,2009,70,Canada,3,93,6,4,Venezuela
Chuao Chocolatier,Choroni,445,2009,61,U.S.A.,3,95,5,6,Venezuela
Domori,"IL100, H. San Jose",1109,2013,100,Italy,3,97,5,4,Venezuela
Edelmond,Porcelana,1876,2016,68,Germany,3,95,4,6,Venezuela
El Rey,"Carenero Superior, Mijao",206,2008,61,Venezuela,3,93,6,6,Venezuela
Escazu,Ocumare,252,2008,72,U.S.A.,3,95,4,5,Venezuela
Felchlin,Maracaibo Clasificado,48,2006,65,Switzerland,3,98,5,4,Venezuela
Neuhaus (Callebaut),Ocumare,24,2006,71,Belgium,3,98,6,5,Venezuela
Nuance,"Canoabo, 2013",1458,2015,70,U.S.A.,3,90,5,6,Venezuela
Pierre Marcolini,Chuao,478,2010,75,Belgium,3,94,1,6,Venezuela
Violet Sky,Cuyagua,1458,2015,77,U.S.A.,3,96,2,6,Venezuela
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74,U.S.A.,3,100,5,6,Venezuela
Chocolate Con Amor,Ocumare,1764,2016,80,U.S.A.,3,94,6,5,Venezuela
Coppeneur,"Porcelana, Venezuela",220,2008,72,Germany,3,94,3,5,Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64,France,3,92,6,4,Venezuela
Amano,Chuao,544,2010,70,U.S.A.,3,99,4,4,Venezuela
Coppeneur,Chuao,478,2010,70,Germany,3,94,3,4,Venezuela
Danta,Chuao,987,2012,75,Guatemala,3,98,3,4,Venezuela
Domori,"Chuao, Hacienda San Jose",470,2010,70,Italy,3,100,2,6,Venezuela
Domori,"Carupano, H. San Jose",227,2008,70,Italy,3,90,6,6,Venezuela
Domori,Sur del Lago Classificado,87,2006,70,Italy,3,92,2,6,Venezuela
El Rey,"Rio Caribe, Macuro",439,2009,70,Venezuela,3,91,3,4,Venezuela
L'Amourette,Carenero Superior,833,2012,75,U.S.A.,3,92,4,6,Venezuela
L'Amourette,Rio Caribe,833,2012,75,U.S.A.,3,91,6,6,Venezuela
Mast Brothers,"Chuao, Med. Roast",701,2011,76,U.S.A.,3,93,3,4,Venezuela
Mast Brothers,"Chuao, Dark Roast",709,2011,70,U.S.A.,3,96,1,4,Venezuela
DAR,Vietnam,1920,2016,72,U.S.A.,3,97,1,4,Vietnam
Erithaj (A. Morin),Ham Luong,1209,2014,80,France,3,91,5,5,Vietnam
Frederic Blondeel,Vietnam,1542,2015,80,Belgium,3,93,2,4,Vietnam
Grand Place,"Ben Tre, Dong Nai",741,2011,72,Vietnam,3,100,4,4,Vietnam
Marou,Tien Giang,895,2012,80,Vietnam,3,92,6,6,Vietnam
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80,U.S.A.,3,97,5,4,Vietnam
"Smooth Chocolator, The",Tien Giang,1864,2016,70,Australia,3,99,4,5,Vietnam
Dolfin (Belcolade),Africa,304,2008,88,Belgium,3,92,5,4,West Africa
Daintree,Goodman Estate,1654,2015,70,Australia,2.75,96,6,1,Australia
Belyzium,"Belize south, low fermentation",1768,2016,83,Germany,2.75,94,6,3,Belize
Bowler Man,Maya Mountain,1267,2014,70,U.S.A.,2.75,98,1,1,Belize
Dick Taylor,Belize,955,2012,72,U.S.A.,2.75,92,3,4,Belize
Feitoria Cacao,Maya Mountain,1736,2016,76,Portugal,2.75,99,2,1,Belize
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67,U.S.A.,2.75,94,4,4,Belize
organicfair,Maya Mountain,1161,2013,74,Canada,2.75,100,1,4,Belize
DeVries,Bolivian,241,2008,80,U.S.A.,2.75,97,4,4,Bolivia
Dick Taylor,Bolivia,895,2012,75,U.S.A.,2.75,94,2,2,Bolivia
El Ceibo,Alto Beni,252,2008,71,Bolivia,2.75,96,3,2,Bolivia
Martin Mayer,Alto Beni,1836,2016,76,Austria,2.75,91,2,4,Bolivia
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72,Canada,2.75,99,2,1,Bolivia
"Smooth Chocolator, The",Bolivia,1626,2015,72,Australia,2.75,95,2,3,Bolivia
Tejas,San Jose,829,2012,70,U.S.A.,2.75,96,5,3,Bolivia
Arete,Fazenda Camboa,1602,2015,75,U.S.A.,2.75,93,5,4,Brazil
Beehive,"Brazil, Batch 20316",1784,2016,80,U.S.A.,2.75,98,1,2,Brazil
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,U.S.A.,2.75,96,5,3,Brazil
Q Chocolate,Brazil,1069,2013,55,Brazil,2.75,92,6,3,Brazil
Tejas,Espada,967,2012,70,U.S.A.,2.75,99,5,2,Brazil
Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75,Switzerland,2.75,91,5,1,Brazil
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85,Brazil,2.75,95,6,1,Brazil
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68,Switzerland,2.75,98,1,1,Brazil
Olivia,Carribean,688,2011,76,Canada,2.75,100,1,3,Carribean
Olivia,Carribean,688,2011,85,Canada,2.75,100,5,1,Carribean
A. Morin,Colombie,1015,2013,70,France,2.75,96,6,2,Colombia
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69,Colombia,2.75,95,1,2,Colombia
Manifesto Cacao,Colombia,1331,2014,70,Colombia,2.75,92,4,1,Colombia
Map Chocolate,Colombia,1610,2015,75,U.S.A.,2.75,99,3,4,Colombia
Dormouse,"Colombia, Batch 9",1676,2015,80,U.K.,2.75,97,3,3,Colombia
Santander (Compania Nacional),Colombian 2008,404,2009,75,Colombia,2.75,100,2,2,Colombia
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72,U.K.,2.75,99,4,4,Colombia
Raaka,Virunga,1708,2015,75,U.S.A.,2.75,98,1,4,Congo
Baravelli's,single estate,955,2012,80,Wales,2.75,98,4,4,Costa Rica
Belcolade,Costa Rica,586,2010,64,Belgium,2.75,91,6,4,Costa Rica
Madre,Upala,693,2011,70,U.S.A.,2.75,100,2,1,Costa Rica
Tabal,Costa Rica,1101,2013,70,U.S.A.,2.75,95,1,2,Costa Rica
Caribeans,Costa Rica,845,2012,80,Costa Rica,2.75,97,6,3,Costa Rica
Laia aka Chat-Noir,Cuba,1434,2014,70,France,2.75,96,4,4,Cuba
Altus aka Cao Artisan,Gruppo Salinas,1732,2016,60,U.S.A.,2.75,90,3,2,Ecuador
Amatller (Simon Coll),Ecuador,327,2009,70,Spain,2.75,96,5,1,Ecuador
Amatller (Simon Coll),Ecuador,464,2009,85,Spain,2.75,94,4,2,Ecuador
Ara,Equateur,1379,2014,75,France,2.75,93,4,1,Ecuador
Beehive,"Ecuador, Batch 31516",1784,2016,70,U.S.A.,2.75,100,3,3,Ecuador
Beehive,Ecuador,1788,2016,90,U.S.A.,2.75,96,3,2,Ecuador
Cemoi,Equateur,404,2009,72,France,2.75,96,3,4,Ecuador
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70,U.K.,2.75,95,3,3,Ecuador
Kallari (Ecuatoriana),Roberto,245,2008,75,Ecuador,2.75,96,3,1,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85,Ecuador,2.75,96,5,3,Ecuador
Kaoka (Cemoi),Ecuador,423,2009,80,France,2.75,91,4,3,Ecuador
Mindo,Ecuador,607,2010,67,U.S.A.,2.75,92,6,1,Ecuador
Mindo,Ecuador,607,2010,77,U.S.A.,2.75,91,5,2,Ecuador
Pacari,"Ecuador, raw",817,2012,85,Ecuador,2.75,98,3,1,Ecuador
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75,Canada,2.75,95,6,1,Ecuador
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,55,Ecuador,2.75,93,3,3,Ecuador
Caoni (Tulicorp),Los Rios,245,2008,77,Ecuador,2.75,98,4,3,Ecuador
Chchukululu (Tulicorp),Arriba,486,2010,55,Ecuador,2.75,94,6,2,Ecuador
Pacari,Manabi,224,2008,65,Ecuador,2.75,95,6,2,Ecuador
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88,Argentina,2.75,92,2,3,Ecuador
Pump Street Bakery,Guantupi River,1227,2014,85,U.K.,2.75,97,1,2,Ecuador
Zart Pralinen,UNOCACE,1824,2016,70,Austria,2.75,99,6,1,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55,Ecuador,2.75,100,3,1,Ecuador
Nuance,"Ecuador, 2013",1458,2015,70,U.S.A.,2.75,92,3,3,Ecuador
Mesocacao,El Salvador,1494,2015,80,Honduras,2.75,96,6,3,El Salvador
Adi,Vanua Levu,705,2011,60,Fiji,2.75,100,4,3,Fiji
Fresco,"Ghana, #211, MR, MC",636,2011,74,U.S.A.,2.75,99,3,3,Ghana
Omanhene,Ghana,693,2011,80,Ghana,2.75,99,6,3,Ghana
Sjolinds,Ghana,1454,2015,70,U.S.A.,2.75,97,5,3,Ghana
Vanleer (Barry Callebaut),Napa,963,2012,65,U.S.A.,2.75,100,6,2,Ghana
Seaforth,Grenada,1658,2015,70,U.K.,2.75,92,4,1,Grenada
Callebaut,Grenade,296,2008,60,Belgium,2.75,93,5,1,Grenada
Dormouse,Non Pariel Estate,1880,2016,75,U.K.,2.75,100,4,2,Grenada
Grenada Chocolate Co.,Grenada,363,2009,60,Grenada,2.75,92,3,1,Grenada
Soma,"Grenada, Black Science",676,2011,70,Canada,2.75,90,1,1,Grenada
Blue Bandana,Lachua,1752,2016,75,U.S.A.,2.75,90,5,1,Guatemala
Palette de Bine,Lachua,1720,2016,70,Canada,2.75,98,5,4,Guatemala
Rain Republic,Suchitepequez E.,470,2010,70,Guatemala,2.75,95,4,3,Guatemala
Violet Sky,Cahabon,1502,2015,77,U.S.A.,2.75,95,3,1,Guatemala
Guittard,Haiti,1053,2013,65,U.S.A.,2.75,99,2,2,Haiti
Madre,"Choobua, Kona",1089,2013,70,U.S.A.,2.75,97,3,3,Hawaii
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72,U.S.A.,2.75,96,2,3,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55,U.S.A.,2.75,99,1,3,Hawaii
Pump Street Bakery,Honduras,1688,2015,80,U.K.,2.75,90,4,2,Honduras
Amano,"Bali, Jembrana",304,2008,70,U.S.A.,2.75,92,5,4,Indonesia
Bittersweet Origins,"Bali, Singaraja",558,2010,65,U.S.A.,2.75,99,5,4,Indonesia
Molucca,Indonesia,1618,2015,70,U.S.A.,2.75,94,4,4,Indonesia
Artisan du Chocolat,Java,355,2009,72,U.K.,2.75,95,6,4,Indonesia
Black River (A. Morin),Blue Mountain Region,1331,2014,70,U.K.,2.75,98,4,3,Jamaica
Fresco,"Jamaica, #204, DR, SC",370,2009,80,U.S.A.,2.75,100,3,1,Jamaica
Rogue,Jamaica,213,2008,70,U.S.A.,2.75,99,5,1,Jamaica
Dandelion,Buto,1303,2014,70,U.S.A.,2.75,93,3,3,Liberia
Brazen,Ambolikapiky P.,1518,2015,80,U.S.A.,2.75,93,1,4,Madagascar
Fossa,"Akesson's E., Sambirano V.",1772,2016,70,Singapore,2.75,93,4,3,Madagascar
Mutari,"Ambanja, batch 1 SRB",1900,2016,68,U.S.A.,2.75,100,4,2,Madagascar
TCHO,Citrus-beta,280,2008,70,U.S.A.,2.75,97,1,3,Madagascar
Tejas,Concepcion,801,2012,70,U.S.A.,2.75,95,1,2,Madagascar
Xocolla,"Sambirano, batch 170102",1948,2017,70,U.S.A.,2.75,91,2,1,Madagascar
Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75,Switzerland,2.75,91,1,3,Madagascar
Dormouse,"Madagascar, Batch 8",1676,2015,77,U.K.,2.75,99,5,1,Madagascar
Dick Taylor,Sambirano,661,2011,80,U.S.A.,2.75,98,5,2,Madagascar
Durand,Madagascar,841,2012,82,France,2.75,91,4,2,Madagascar
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74,U.S.A.,2.75,91,6,1,Madagascar
Hogarth,Akesson's Estate,1712,2016,70,New Zealand,2.75,99,2,4,Madagascar
Jordis,Madagascar,1534,2015,63,Czech Republic,2.75,95,3,2,Madagascar
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75,France,2.75,94,3,3,Madagascar
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75,Madagascar,2.75,98,6,1,Madagascar
Paul Young,"Madagascar, w/ shell",1271,2014,64,U.K.,2.75,99,2,2,Madagascar
Rogue,"Sambirano, 2008",213,2008,70,U.S.A.,2.75,90,5,3,Madagascar
Sublime Origins,Sambirano,1157,2013,67,U.S.A.,2.75,91,3,4,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72,Madagascar,2.75,92,4,3,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76,Madagascar,2.75,90,1,1,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80,Madagascar,2.75,90,2,4,Madagascar
Violet Sky,Sambirano Valley,1458,2015,77,U.S.A.,2.75,94,3,4,Madagascar
Chokolat Elot (Girard),Guadeloupe,1149,2013,42,Martinique,2.75,94,4,1,Martinique
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77,U.S.A.,2.75,99,1,4,Mexico
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70,U.S.A.,2.75,94,5,2,Mexico
Madre,"Chiapas, Triple Cacao",607,2010,72,U.S.A.,2.75,94,6,1,Mexico
Taza,Chiapan,451,2009,75,U.S.A.,2.75,90,5,1,Mexico
